  0.550000E+03  0.500000E+03 -0.390000E+03  0.123142E-03  0.427706E-04  0.500000E+00  0.310000E+00  0.166667E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.701030E+02  0.795024E+00  0.751436E+00  0.711034E+00  0.710736E+00  0.102916E+01  0.348201E+00  0.161897E+03 -0.606326E+00  0.709357E+00  0.726291E+00 -0.699932E+00 -0.346307E+00  0.608030E+00  0.308802E+03 -0.174822E-01  0.327581E+00  0.646388E+00 -0.604111E+00  0.161204E+01  0.437688E-01  0.192017E+03  0.111668E+01  0.160374E+00 -0.106054E+00 -0.294596E+00  0.968757E+00  0.300855E+03  0.143367E+01  0.101280E+01  0.590553E+00  0.164042E+01  0.312432E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.230034E-01  0.156675E+00  0.847040E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.923902E-02  0.995022E+00  0.421638E+00  0.654178E+00  0.523258E+00  0.651581E+00  0.520743E+00  0.000000E+00  0.000000E+00  0.348884E+00  0.279062E+00  0.000000E+00  0.000000E+00  0.118821E+00  0.170492E+00  0.126920E+00  0.169134E+00  0.364236E+00  0.522626E+00  0.498589E+00  0.715405E+00  0.000000E+00  0.000000E+00  0.202979E-01  0.277489E+02  0.184776E-01  0.220641E+02  0.238722E-05  0.326352E-02  0.838228E-03  0.114592E+01  0.282370E-05  0.386023E-02  0.749794E+01  0.217432E+02  0.262004E+02  0.295932E+03  0.836815E+02  0.146971E+03  0.179705E+03  0.222877E+03  0.425571E+03  0.918107E-01  0.812299E+00  0.938017E-01  0.465266E-01  0.102638E+03  0.425071E+03  0.117920E+04  0.117842E+04  0.117762E+04  0.113550E+04  0.117881E+04  0.494789E+03  0.676441E+03  0.674344E+03  0.463711E+03  0.929811E+03  0.905850E+03  0.113333E+04  0.494540E+03  0.676366E+03  0.674257E+03  0.000000E+00  0.000000E+00  0.115481E+03
  0.550000E+03  0.500000E+03 -0.390000E+03 -0.257685E-03 -0.103759E-03  0.500000E+00  0.310000E+00  0.183333E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.862695E+02  0.826386E+00  0.793232E+00  0.736273E+00  0.746599E+00  0.109456E+01  0.295690E+00  0.157076E+03 -0.562815E+00  0.680831E+00  0.690456E+00 -0.662958E+00 -0.226221E+00  0.649532E+00  0.311576E+03 -0.180536E-01  0.322283E+00  0.588456E+00 -0.548267E+00  0.176405E+01  0.547784E-01  0.172061E+03  0.999065E+00  0.110650E+00 -0.753881E-01 -0.253388E+00  0.980898E+00  0.302141E+03  0.132426E+01  0.924097E+00  0.540220E+00  0.181574E+01  0.191024E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.176113E+00  0.576878E-04  0.000000E+00  0.000000E+00  0.000000E+00  0.970369E-02  0.996341E+00  0.424159E+00  0.713225E+00  0.566159E+00  0.709627E+00  0.579215E+00  0.000000E+00  0.000000E+00  0.374689E+00  0.297429E+00  0.000000E+00  0.000000E+00  0.544224E-01  0.819066E-01  0.627353E-01  0.870470E-01  0.336856E+00  0.506974E+00  0.492992E+00  0.741961E+00  0.000000E+00  0.000000E+00  0.230723E-01  0.245128E+02  0.208410E-01  0.192210E+02  0.241653E-05  0.256741E-02  0.770134E-03  0.818218E+00  0.316273E-05  0.336019E-02  0.703876E+01  0.255963E+02  0.276283E+02  0.298130E+03  0.828450E+02  0.147081E+03  0.181031E+03  0.222334E+03  0.424337E+03  0.891007E-01  0.801596E+00  0.104959E+00  0.611631E-01  0.103541E+03  0.423856E+03  0.117809E+04  0.117496E+04  0.117597E+04  0.113454E+04  0.117735E+04  0.500569E+03  0.673985E+03  0.671560E+03  0.527368E+03  0.946166E+03  0.920665E+03  0.113280E+04  0.500286E+03  0.673897E+03  0.671460E+03  0.000000E+00  0.000000E+00  0.102149E+03
  0.550000E+03  0.500000E+03 -0.390000E+03 -0.917095E-04 -0.387241E-04  0.500000E+00  0.310000E+00  0.200000E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.974896E+02  0.856939E+00  0.832822E+00  0.771101E+00  0.784255E+00  0.114768E+01  0.244524E+00  0.150782E+03 -0.515009E+00  0.640707E+00  0.646801E+00 -0.616648E+00 -0.108454E+00  0.693444E+00  0.313819E+03 -0.205334E-01  0.315527E+00  0.544518E+00 -0.504668E+00  0.191601E+01  0.620321E-01  0.159237E+03  0.973512E+00  0.803454E-01 -0.563500E-01 -0.225400E+00  0.987299E+00  0.303429E+03  0.123495E+01  0.847409E+00  0.496815E+00  0.198726E+01  0.127013E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.162599E+00  0.976070E-02  0.980216E-01  0.000000E+00  0.000000E+00  0.100718E-01  0.000000E+00  0.425257E+00  0.773053E+00  0.625940E+00  0.768539E+00  0.643696E+00  0.430994E+00  0.348975E+00  0.407172E+00  0.329687E+00  0.000000E+00  0.000000E+00  0.138863E-01  0.219027E-01  0.216082E-01  0.309787E-01  0.313131E+00  0.493897E+00  0.484693E+00  0.764500E+00  0.000000E+00  0.000000E+00  0.294832E-01  0.207337E+02  0.264841E-01  0.159984E+02  0.338612E-05  0.238125E-02  0.799609E-03  0.562317E+00  0.424646E-05  0.298628E-02  0.670247E+01  0.282839E+02  0.288697E+02  0.300030E+03  0.820015E+02  0.147089E+03  0.182185E+03  0.222083E+03  0.423650E+03  0.861132E-01  0.792191E+00  0.113743E+00  0.748698E-01  0.104351E+03  0.423190E+03  0.117771E+04  0.117274E+04  0.117517E+04  0.113423E+04  0.117671E+04  0.504936E+03  0.672265E+03  0.669565E+03  0.568683E+03  0.959717E+03  0.933016E+03  0.113268E+04  0.504614E+03  0.672163E+03  0.669449E+03  0.000000E+00  0.000000E+00  0.988517E+02
  0.550000E+03  0.500000E+03 -0.390000E+03 -0.345769E-03 -0.142310E-03  0.500000E+00  0.310000E+00  0.216667E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.105704E+03  0.895880E+00  0.883147E+00  0.820922E+00  0.833769E+00  0.118746E+01  0.179288E+00  0.144845E+03 -0.443681E+00  0.573785E+00  0.579356E+00 -0.545623E+00  0.348800E-01  0.754362E+00  0.316412E+03 -0.233610E-01  0.309221E+00  0.509269E+00 -0.469195E+00  0.206958E+01  0.663503E-01  0.149674E+03  0.963395E+00  0.598064E-01 -0.432109E-01 -0.202851E+00  0.991235E+00  0.305463E+03  0.115754E+01  0.782809E+00  0.459511E+00  0.215715E+01  0.876537E-02  0.000000E+00  0.000000E+00  0.149918E-03  0.000000E+00  0.144772E+00  0.433403E-01  0.113188E+00  0.000000E+00  0.000000E+00  0.113971E-01  0.000000E+00  0.403699E+00  0.852696E+00  0.715976E+00  0.847441E+00  0.734007E+00  0.485351E+00  0.407530E+00  0.471750E+00  0.396110E+00  0.000000E+00  0.000000E+00  0.162473E-02  0.277033E-02  0.743607E-02  0.112457E-01  0.262888E+00  0.448250E+00  0.439727E+00  0.749779E+00  0.000000E+00  0.000000E+00  0.409451E-01  0.194587E+02  0.365926E-01  0.147610E+02  0.521698E-05  0.247931E-02  0.914112E-03  0.434422E+00  0.621977E-05  0.295588E-02  0.743940E+01  0.292152E+02  0.326233E+02  0.302499E+03  0.811846E+02  0.147052E+03  0.183216E+03  0.221939E+03  0.423171E+03  0.832073E-01  0.783807E+00  0.120654E+00  0.874374E-01  0.105089E+03  0.422730E+03  0.117753E+04  0.117114E+04  0.117470E+04  0.113412E+04  0.117636E+04  0.508340E+03  0.670963E+03  0.668032E+03  0.597755E+03  0.970288E+03  0.942613E+03  0.113266E+04  0.507976E+03  0.670845E+03  0.667900E+03  0.000000E+00  0.000000E+00  0.993892E+02
  0.550000E+03  0.500000E+03 -0.390000E+03 -0.145201E-03 -0.636642E-04  0.500000E+00  0.310000E+00  0.233333E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.111511E+03  0.945811E+00  0.950509E+00  0.889785E+00  0.899348E+00  0.119878E+01  0.936884E-01  0.139996E+03 -0.323681E+00  0.455938E+00  0.464670E+00 -0.426323E+00  0.235144E+00  0.837872E+00  0.319459E+03 -0.259308E-01  0.303769E+00  0.479929E+00 -0.439427E+00  0.222533E+01  0.684398E-01  0.142038E+03  0.957638E+00  0.453800E-01 -0.337776E-01 -0.183900E+00  0.993788E+00  0.308245E+03  0.108919E+01  0.728433E+00  0.427238E+00  0.232608E+01  0.621169E-02  0.000000E+00  0.000000E+00  0.152098E-04  0.000000E+00  0.103328E+00  0.123659E+00  0.877817E-01  0.000000E+00  0.000000E+00  0.130366E-01  0.000000E+00  0.395461E+00  0.955285E+00  0.845463E+00  0.949867E+00  0.858835E+00  0.594654E+00  0.526291E+00  0.600692E+00  0.531635E+00  0.000000E+00  0.000000E+00  0.629680E-01  0.129770E+00  0.636164E-01  0.110360E+00  0.119313E+00  0.245890E+00  0.236768E+00  0.487952E+00  0.000000E+00  0.000000E+00  0.553964E-01  0.189759E+02  0.492478E-01  0.141426E+02  0.752187E-05  0.257660E-02  0.103229E-02  0.353609E+00  0.876593E-05  0.300275E-02  0.106519E+02  0.835861E+00  0.214350E+02  0.305600E+03  0.804124E+02  0.146992E+03  0.184144E+03  0.221849E+03  0.422804E+03  0.804879E-01  0.776324E+00  0.126126E+00  0.988429E-01  0.105765E+03  0.422383E+03  0.117744E+04  0.116992E+04  0.117438E+04  0.113409E+04  0.117615E+04  0.511058E+03  0.669939E+03  0.666814E+03  0.619203E+03  0.978606E+03  0.950137E+03  0.113267E+04  0.510647E+03  0.669804E+03  0.666663E+03  0.000000E+00  0.000000E+00  0.101960E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.107220E-04  0.742131E-05  0.500000E+00  0.310000E+00  0.250000E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.114773E+03  0.991385E+00  0.102252E+01  0.964808E+00  0.967217E+00  0.114243E+01  0.135058E-01  0.136983E+03 -0.127951E+00  0.257639E+00  0.275509E+00 -0.230732E+00  0.514429E+00  0.917604E+00  0.322915E+03 -0.280150E-01  0.299227E+00  0.454809E+00 -0.413828E+00  0.238332E+01  0.688900E-01  0.135696E+03  0.953347E+00  0.350722E-01 -0.268385E-01 -0.167741E+00  0.995498E+00  0.311650E+03  0.102839E+01  0.682590E+00  0.399099E+00  0.249437E+01  0.450191E-02  0.000000E+00  0.000000E+00  0.297355E-04  0.000000E+00  0.352364E-01  0.255045E+00  0.292820E-01  0.000000E+00  0.000000E+00  0.148235E-01  0.000000E+00  0.391204E+00  0.103214E+01  0.977541E+00  0.102828E+01  0.978759E+00  0.777249E+00  0.736136E+00  0.826994E+00  0.783250E+00  0.000000E+00  0.000000E+00  0.333079E-01  0.154429E+00  0.325681E-01  0.105906E+00  0.206056E-02  0.955359E-02  0.835563E-02  0.387402E-01  0.000000E+00  0.000000E+00  0.717035E-01  0.188981E+02  0.633835E-01  0.138304E+02  0.990733E-05  0.261116E-02  0.113032E-02  0.297906E+00  0.116340E-04  0.306625E-02  0.373089E+01  0.757468E+00  0.997591E+01  0.309246E+03  0.796918E+02  0.146922E+03  0.184984E+03  0.221790E+03  0.422511E+03  0.779849E-01  0.769639E+00  0.130494E+00  0.109147E+00  0.106387E+03  0.422106E+03  0.117739E+04  0.116895E+04  0.117416E+04  0.113410E+04  0.117602E+04  0.513275E+03  0.669111E+03  0.665820E+03  0.635570E+03  0.985248E+03  0.956135E+03  0.113268E+04  0.512815E+03  0.668956E+03  0.665650E+03  0.000000E+00  0.000000E+00  0.105829E+03
  0.550000E+03  0.500000E+03 -0.390000E+03 -0.203014E-03 -0.894944E-04  0.500000E+00  0.310000E+00  0.266667E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.115123E+03  0.993606E+00  0.105427E+01  0.100103E+01  0.993648E+00  0.993311E+00  0.127468E-01  0.136468E+03  0.108964E+00  0.119800E-01  0.678465E-01  0.104305E-01  0.809643E+00  0.919087E+00  0.326713E+03 -0.295595E-01  0.295557E+00  0.432814E+00 -0.391383E+00  0.254341E+01  0.681664E-01  0.130292E+03  0.949622E+00  0.276502E-01 -0.216379E-01 -0.153870E+00  0.996671E+00  0.315548E+03  0.974163E+00  0.643992E+00  0.374375E+00  0.266222E+01  0.332941E-02  0.000000E+00  0.000000E+00  0.209599E-03  0.000000E+00  0.392950E-04  0.319166E+00  0.376204E-03  0.000000E+00  0.000000E+00  0.166723E-01  0.000000E+00  0.388420E+00  0.985808E+00  0.100060E+01  0.985937E+00  0.986019E+00  0.986393E+00  0.100119E+01  0.111073E+01  0.112740E+01  0.000000E+00  0.000000E+00  0.255990E-01  0.992465E-02  0.250554E-01  0.229586E-03  0.463659E-03  0.179759E-03  0.560549E-05  0.217323E-05  0.000000E+00  0.000000E+00  0.888960E-01  0.190586E+02  0.780889E-01  0.136898E+02  0.120073E-04  0.257427E-02  0.120048E-02  0.257373E+00  0.145677E-04  0.312319E-02  0.451452E-01  0.508668E+00  0.201239E+01  0.313331E+03  0.790240E+02  0.146848E+03  0.185744E+03  0.221752E+03  0.422267E+03  0.756982E-01  0.763658E+00  0.134009E+00  0.118443E+00  0.106959E+03  0.421879E+03  0.117737E+04  0.116816E+04  0.117399E+04  0.113413E+04  0.117593E+04  0.515114E+03  0.668426E+03  0.664995E+03  0.648403E+03  0.990624E+03  0.961028E+03  0.113270E+04  0.514600E+03  0.668252E+03  0.664804E+03  0.000000E+00  0.000000E+00  0.110635E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.792376E-04  0.363151E-04  0.500000E+00  0.310000E+00  0.283333E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.113188E+03  0.956095E+00  0.103767E+01  0.988468E+00  0.972694E+00  0.822842E+00  0.836702E-01  0.137990E+03  0.291455E+00  0.184919E+00  0.173624E+00  0.201230E+00  0.101576E+01  0.849703E+00  0.330788E+03 -0.305926E-01  0.292698E+00  0.413208E+00 -0.371403E+00  0.270535E+01  0.666264E-01  0.125605E+03  0.946172E+00  0.223061E-01 -0.176775E-01 -0.141911E+00  0.997491E+00  0.319828E+03  0.925839E+00  0.611752E+00  0.352498E+00  0.282978E+01  0.250863E-02  0.000000E+00  0.000000E+00  0.521391E-03  0.000000E+00  0.251361E-01  0.262672E+00  0.290737E-01  0.000000E+00  0.000000E+00  0.185309E-01  0.000000E+00  0.386397E+00  0.857861E+00  0.916938E+00  0.862326E+00  0.892528E+00  0.115821E+01  0.123797E+01  0.136453E+01  0.145850E+01  0.000000E+00  0.000000E+00  0.181789E+00  0.645125E-01  0.178225E+00  0.849592E-01  0.149668E-01  0.531135E-02  0.602574E-02  0.213838E-02  0.000000E+00  0.000000E+00  0.106169E+00  0.193688E+02  0.926089E-01  0.136493E+02  0.135764E-04  0.247678E-02  0.124284E-02  0.226735E+00  0.173432E-04  0.316397E-02  0.241809E+01  0.595278E+00  0.714932E+00  0.317761E+03  0.784073E+02  0.146773E+03  0.186435E+03  0.221728E+03  0.422061E+03  0.736155E-01  0.758294E+00  0.136859E+00  0.126836E+00  0.107486E+03  0.421688E+03  0.117736E+04  0.116751E+04  0.117387E+04  0.113418E+04  0.117587E+04  0.516672E+03  0.667848E+03  0.664297E+03  0.658741E+03  0.995050E+03  0.965022E+03  0.113270E+04  0.516100E+03  0.667652E+03  0.664083E+03  0.000000E+00  0.000000E+00  0.116194E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.123852E-03  0.569963E-04  0.500000E+00  0.310000E+00  0.300000E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.110185E+03  0.915573E+00  0.100876E+01  0.961879E+00  0.940352E+00  0.692565E+00  0.156200E+00  0.140425E+03  0.400942E+00  0.304139E+00  0.288185E+00  0.319302E+00  0.113570E+01  0.779261E+00  0.335086E+03 -0.311766E-01  0.290614E+00  0.395467E+00 -0.353406E+00  0.286889E+01  0.645390E-01  0.121484E+03  0.942908E+00  0.184872E-01 -0.146184E-01 -0.131565E+00  0.998077E+00  0.324401E+03  0.883038E+00  0.585378E+00  0.333013E+00  0.299711E+01  0.192327E-02  0.000000E+00  0.000000E+00  0.906604E-03  0.000000E+00  0.574755E-01  0.185272E+00  0.632842E-01  0.000000E+00  0.000000E+00  0.199403E-01  0.000000E+00  0.384751E+00  0.747842E+00  0.825401E+00  0.755546E+00  0.796995E+00  0.130700E+01  0.144255E+01  0.158691E+01  0.175148E+01  0.000000E+00  0.000000E+00  0.359251E+00  0.185600E+00  0.352446E+00  0.223529E+00  0.447749E-01  0.231321E-01  0.257676E-01  0.133123E-01  0.000000E+00  0.000000E+00  0.120336E+00  0.193624E+02  0.104132E+00  0.133807E+02  0.142110E-04  0.228659E-02  0.123488E-02  0.198695E+00  0.193815E-04  0.311854E-02  0.383295E+02  0.141740E+02  0.704654E+02  0.322458E+03  0.778387E+02  0.146699E+03  0.187065E+03  0.221714E+03  0.421884E+03  0.717196E-01  0.753468E+00  0.139187E+00  0.134425E+00  0.107971E+03  0.421524E+03  0.117736E+04  0.116696E+04  0.117377E+04  0.113422E+04  0.117583E+04  0.518010E+03  0.667352E+03  0.663696E+03  0.667203E+03  0.998740E+03  0.968323E+03  0.113269E+04  0.517376E+03  0.667132E+03  0.663458E+03  0.000000E+00  0.000000E+00  0.122397E+03
  0.550000E+03  0.500000E+03 -0.390000E+03  0.155158E-04  0.966005E-05  0.522222E+00  0.310000E+00  0.166667E+01  0.121000E+03  0.000000E+00  0.000000E+00  0.702898E+02  0.758130E+00  0.699828E+00  0.666947E+00  0.667341E+00  0.101032E+01  0.402342E+00  0.156378E+03 -0.651912E+00  0.777300E+00  0.771023E+00 -0.743283E+00 -0.398102E+00  0.551820E+00  0.303840E+03 -0.158082E-01  0.325505E+00  0.645708E+00 -0.601819E+00  0.161200E+01  0.458375E-01  0.198355E+03  0.125090E+01  0.184489E+00 -0.121426E+00 -0.337294E+00  0.959044E+00  0.297028E+03  0.147345E+01  0.999604E+00  0.587585E+00  0.163218E+01  0.409561E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.362304E-03  0.135158E+00  0.315928E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.185053E-01  0.993185E+00  0.450303E+00  0.596584E+00  0.461707E+00  0.594003E+00  0.460253E+00  0.000000E+00  0.000000E+00  0.286352E+00  0.221613E+00  0.000000E+00  0.000000E+00  0.166777E+00  0.233289E+00  0.175408E+00  0.228024E+00  0.447226E+00  0.625582E+00  0.635880E+00  0.889472E+00  0.000000E+00  0.000000E+00  0.157089E-01  0.262090E+02  0.143638E-01  0.208177E+02  0.151071E-05  0.252051E-02  0.640551E-03  0.106871E+01  0.462449E-05  0.771560E-02  0.345397E+01  0.190971E+02  0.195667E+02  0.290349E+03  0.830745E+02  0.149463E+03  0.176354E+03  0.223025E+03  0.425810E+03  0.905374E-01  0.807376E+00  0.112455E+00  0.530712E-01  0.102616E+03  0.425309E+03  0.117946E+04  0.117892E+04  0.117790E+04  0.113568E+04  0.117909E+04  0.494059E+03  0.676819E+03  0.674723E+03  0.454299E+03  0.928408E+03  0.904639E+03  0.113344E+04  0.493807E+03  0.676743E+03  0.674635E+03  0.000000E+00  0.000000E+00  0.104175E+03
