  0.400000E+00  0.268978E+00  0.150000E+01  0.589343E+03  0.100000E+08  0.400000E+05 -0.295049E-02  0.177881E+00  0.500003E+05 -0.521152E+09  0.000000E+00  0.969898E+02  0.999529E+00  0.100706E+01  0.101062E+01  0.995681E+00  0.100819E+01  0.907825E-03  0.754052E+03 -0.416220E-02  0.217478E+01  0.686024E+00 -0.669877E+00  0.149370E+01  0.283496E-02  0.984787E+03  0.303945E-01  0.164538E+00  0.654675E-01  0.657904E-01 -0.492463E-01  0.996257E+00  0.535210E+03  0.258631E+00  0.166367E+00  0.124328E+00  0.279738E+00  0.965221E+00  0.759160E+03  0.932937E+00  0.778963E+00  0.654971E+00  0.147368E+01  0.347792E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.100470E-04  0.140546E+00  0.554641E-01  0.000000E+00  0.000000E+00  0.137439E-03  0.876954E-04  0.228935E-02  0.118904E-02  0.999892E+00  0.102221E+01  0.999510E+00  0.991828E+00  0.982790E+00  0.100472E+01  0.997894E+00  0.102017E+01  0.000000E+00  0.000000E+00  0.606016E-03  0.164633E+02  0.422682E-03  0.109486E+02  0.470548E-08  0.127831E-03  0.128479E-02  0.349032E+02  0.238098E-08  0.646829E-04  0.106926E-02  0.496074E-02  0.127699E-02  0.598305E-02  0.407313E-03  0.188969E-02  0.119373E-01  0.553817E-01  0.810153E-07  0.375862E-06  0.551926E+00  0.529171E+00  0.199862E+01  0.753597E+03  0.104115E+03  0.199353E+03  0.588715E+03  0.603528E+03  0.790981E+03  0.985465E+00  0.984906E-02  0.263201E-02  0.109345E-04  0.198668E+03  0.601309E+03  0.644601E+03  0.655254E+03  0.682504E+03  0.652844E+03  0.684236E+03  0.110822E+03  0.219569E+03  0.214051E+03  0.507615E+03  0.696038E+03  0.632806E+03  0.652950E+03  0.110467E+03  0.219737E+03  0.214042E+03  0.509551E+02
  0.422222E+00  0.283072E+00  0.150000E+01  0.589631E+03  0.100000E+08  0.400000E+05 -0.307894E-04  0.202657E-02  0.500000E+05 -0.495850E+09  0.000000E+00  0.987214E+02  0.999471E+00  0.100695E+01  0.101094E+01  0.995943E+00  0.100741E+01  0.103047E-02  0.754289E+03 -0.346982E-02  0.217045E+01  0.685231E+00 -0.669067E+00  0.149412E+01  0.319426E-02  0.983149E+03  0.323485E-01  0.173841E+00  0.696002E-01  0.699328E-01 -0.522163E-01  0.995775E+00  0.532594E+03  0.269996E+00  0.172956E+00  0.128922E+00  0.290074E+00  0.962603E+00  0.760408E+03  0.931030E+00  0.777632E+00  0.654082E+00  0.147169E+01  0.373970E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.157497E-06  0.141635E+00  0.542281E-01  0.000000E+00  0.000000E+00  0.136479E-03  0.863283E-04  0.230728E-02  0.118066E-02  0.999570E+00  0.102265E+01  0.999235E+00  0.992195E+00  0.983883E+00  0.100660E+01  0.998896E+00  0.102196E+01  0.000000E+00  0.000000E+00  0.421103E-03  0.164229E+02  0.293626E-03  0.109175E+02  0.227106E-08  0.885706E-04  0.888707E-03  0.346593E+02  0.164315E-08  0.640824E-04  0.121033E-02  0.560296E-02  0.144920E-02  0.677301E-02  0.464516E-03  0.215037E-02  0.134161E-01  0.621069E-01  0.903360E-07  0.418190E-06  0.539228E+00  0.527164E+00  0.196980E+01  0.753876E+03  0.104118E+03  0.199365E+03  0.589382E+03  0.603678E+03  0.789507E+03  0.985479E+00  0.983816E-02  0.262205E-02  0.122146E-04  0.198684E+03  0.601575E+03  0.644599E+03  0.655253E+03  0.682502E+03  0.652843E+03  0.684234E+03  0.110821E+03  0.219565E+03  0.214047E+03  0.507530E+03  0.696027E+03  0.632775E+03  0.652949E+03  0.110466E+03  0.219733E+03  0.214038E+03  0.491128E+02
  0.444444E+00  0.297118E+00  0.150000E+01  0.589930E+03  0.100000E+08  0.400000E+05 -0.321677E-04  0.231123E-02  0.500000E+05 -0.473354E+09  0.000000E+00  0.100501E+03  0.999407E+00  0.100683E+01  0.101128E+01  0.996219E+00  0.100658E+01  0.116200E-02  0.754534E+03 -0.273720E-02  0.216596E+01  0.684391E+00 -0.668209E+00  0.149457E+01  0.357523E-02  0.981661E+03  0.343129E-01  0.183117E+00  0.737470E-01  0.740893E-01 -0.551838E-01  0.995263E+00  0.530104E+03  0.281200E+00  0.179410E+00  0.133402E+00  0.300154E+00  0.959959E+00  0.761703E+03  0.929104E+00  0.776282E+00  0.653183E+00  0.146966E+01  0.400411E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.173557E-04  0.142672E+00  0.530257E-01  0.000000E+00  0.000000E+00  0.135476E-03  0.850205E-04  0.232470E-02  0.117199E-02  0.999223E+00  0.102311E+01  0.998940E+00  0.992576E+00  0.985031E+00  0.100858E+01  0.999949E+00  0.102385E+01  0.000000E+00  0.000000E+00  0.262008E-03  0.163799E+02  0.182638E-03  0.108843E+02  0.878805E-09  0.549400E-04  0.550331E-03  0.344049E+02  0.101502E-08  0.634556E-04  0.136047E-02  0.628437E-02  0.163308E-02  0.761380E-02  0.525993E-03  0.242970E-02  0.149814E-01  0.692032E-01  0.100101E-06  0.462394E-06  0.526013E+00  0.525034E+00  0.193981E+01  0.754165E+03  0.104121E+03  0.199377E+03  0.590080E+03  0.603831E+03  0.788183E+03  0.985493E+00  0.982692E-02  0.261163E-02  0.135622E-04  0.198701E+03  0.601851E+03  0.644597E+03  0.655252E+03  0.682500E+03  0.652842E+03  0.684232E+03  0.110820E+03  0.219560E+03  0.214042E+03  0.507442E+03  0.696015E+03  0.632744E+03  0.652948E+03  0.110464E+03  0.219728E+03  0.214033E+03  0.473383E+02
  0.466667E+00  0.311122E+00  0.150000E+01  0.590247E+03  0.100000E+08  0.400000E+05 -0.335736E-04  0.261047E-02  0.500000E+05 -0.453292E+09  0.000000E+00  0.102325E+03  0.999340E+00  0.100671E+01  0.101164E+01  0.996508E+00  0.100571E+01  0.130235E-02  0.754797E+03 -0.196464E-02  0.216118E+01  0.683505E+00 -0.667303E+00  0.149505E+01  0.397701E-02  0.980335E+03  0.362841E-01  0.192351E+00  0.778994E-01  0.782514E-01 -0.581425E-01  0.994721E+00  0.527751E+03  0.292250E+00  0.185741E+00  0.137779E+00  0.310004E+00  0.957288E+00  0.763054E+03  0.927154E+00  0.774909E+00  0.652274E+00  0.146762E+01  0.427121E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.662052E-04  0.143659E+00  0.518587E-01  0.000000E+00  0.000000E+00  0.134428E-03  0.837673E-04  0.234146E-02  0.116301E-02  0.998849E+00  0.102358E+01  0.998621E+00  0.992969E+00  0.986233E+00  0.101065E+01  0.100105E+01  0.102584E+01  0.000000E+00  0.000000E+00  0.134955E-03  0.163346E+02  0.940435E-04  0.108495E+02  0.233047E-09  0.282074E-04  0.282037E-03  0.341370E+02  0.518864E-09  0.628018E-04  0.151931E-02  0.700299E-02  0.182827E-02  0.850340E-02  0.591685E-03  0.272727E-02  0.166296E-01  0.766512E-01  0.110282E-06  0.508327E-06  0.512325E+00  0.522781E+00  0.190874E+01  0.754473E+03  0.104125E+03  0.199390E+03  0.590817E+03  0.603993E+03  0.787018E+03  0.985508E+00  0.981500E-02  0.260068E-02  0.149750E-04  0.198718E+03  0.602143E+03  0.644594E+03  0.655251E+03  0.682497E+03  0.652841E+03  0.684230E+03  0.110818E+03  0.219555E+03  0.214037E+03  0.507349E+03  0.696002E+03  0.632711E+03  0.652947E+03  0.110462E+03  0.219723E+03  0.214028E+03  0.456340E+02
  0.488889E+00  0.325094E+00  0.150000E+01  0.590583E+03  0.100000E+08  0.400000E+05 -0.349468E-04  0.291736E-02  0.500000E+05 -0.435345E+09  0.000000E+00  0.104190E+03  0.999267E+00  0.100658E+01  0.101201E+01  0.996809E+00  0.100480E+01  0.145141E-02  0.755078E+03 -0.115274E-02  0.215611E+01  0.682574E+00 -0.666351E+00  0.149554E+01  0.439853E-02  0.979177E+03  0.382580E-01  0.201533E+00  0.820486E-01  0.824106E-01 -0.610853E-01  0.994150E+00  0.525540E+03  0.303156E+00  0.191959E+00  0.142068E+00  0.319652E+00  0.954588E+00  0.764462E+03  0.925181E+00  0.773514E+00  0.651353E+00  0.146555E+01  0.454123E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.151462E-03  0.144596E+00  0.507297E-01  0.000000E+00  0.000000E+00  0.133336E-03  0.825697E-04  0.235751E-02  0.115372E-02  0.998445E+00  0.102406E+01  0.998277E+00  0.993372E+00  0.987485E+00  0.101282E+01  0.100220E+01  0.102792E+01  0.000000E+00  0.000000E+00  0.464525E-04  0.162871E+02  0.323598E-04  0.108130E+02  0.275979E-10  0.967633E-05  0.965599E-04  0.338557E+02  0.177179E-09  0.621223E-04  0.168637E-02  0.775624E-02  0.203426E-02  0.943904E-02  0.661491E-03  0.304244E-02  0.183572E-01  0.844313E-01  0.120855E-06  0.555856E-06  0.498219E+00  0.520399E+00  0.187669E+01  0.754802E+03  0.104128E+03  0.199403E+03  0.591593E+03  0.604166E+03  0.786019E+03  0.985524E+00  0.980239E-02  0.258920E-02  0.164505E-04  0.198736E+03  0.602453E+03  0.644591E+03  0.655250E+03  0.682495E+03  0.652841E+03  0.684227E+03  0.110817E+03  0.219550E+03  0.214032E+03  0.507250E+03  0.695989E+03  0.632676E+03  0.652946E+03  0.110461E+03  0.219718E+03  0.214023E+03  0.440000E+02
  0.511111E+00  0.339041E+00  0.150000E+01  0.590938E+03  0.100000E+08  0.400000E+05 -0.362702E-04  0.322022E-02  0.500000E+05 -0.419253E+09  0.000000E+00  0.106095E+03  0.999190E+00  0.100644E+01  0.101239E+01  0.997124E+00  0.100384E+01  0.160899E-02  0.755379E+03 -0.302308E-03  0.215074E+01  0.681599E+00 -0.665354E+00  0.149606E+01  0.483844E-02  0.978191E+03  0.402306E-01  0.210651E+00  0.861851E-01  0.865576E-01 -0.640051E-01  0.993553E+00  0.523477E+03  0.313930E+00  0.198078E+00  0.146279E+00  0.329128E+00  0.951855E+00  0.765926E+03  0.923187E+00  0.772095E+00  0.650421E+00  0.146345E+01  0.481446E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.278044E-03  0.145483E+00  0.496410E-01  0.000000E+00  0.000000E+00  0.132203E-03  0.814290E-04  0.237277E-02  0.114413E-02  0.998008E+00  0.102455E+01  0.997904E+00  0.993780E+00  0.988784E+00  0.101508E+01  0.100339E+01  0.103008E+01  0.000000E+00  0.000000E+00  0.319420E-05  0.162375E+02  0.222438E-05  0.107749E+02  0.130425E-12  0.663009E-06  0.660209E-05  0.335613E+02  0.120821E-10  0.614184E-04  0.186104E-02  0.854095E-02  0.225038E-02  0.104172E-01  0.735259E-03  0.337436E-02  0.201598E-01  0.925203E-01  0.131793E-06  0.604844E-06  0.483759E+00  0.517880E+00  0.184379E+01  0.755151E+03  0.104132E+03  0.199417E+03  0.592408E+03  0.604349E+03  0.785188E+03  0.985541E+00  0.978907E-02  0.257721E-02  0.179861E-04  0.198755E+03  0.602780E+03  0.644589E+03  0.655249E+03  0.682492E+03  0.652839E+03  0.684224E+03  0.110816E+03  0.219544E+03  0.214026E+03  0.507145E+03  0.695974E+03  0.632639E+03  0.652944E+03  0.110459E+03  0.219713E+03  0.214017E+03  0.424353E+02
  0.533333E+00  0.352973E+00  0.150000E+01  0.591314E+03  0.100000E+08  0.400000E+05 -0.375256E-04  0.350466E-02  0.500000E+05 -0.404800E+09  0.000000E+00  0.108037E+03  0.999109E+00  0.100629E+01  0.101279E+01  0.997451E+00  0.100284E+01  0.177480E-02  0.755699E+03  0.585684E-03  0.214506E+01  0.680582E+00 -0.664313E+00  0.149661E+01  0.529517E-02  0.977383E+03  0.421976E-01  0.219692E+00  0.902991E-01  0.906828E-01 -0.668940E-01  0.992930E+00  0.521568E+03  0.324580E+00  0.204107E+00  0.150426E+00  0.338458E+00  0.949087E+00  0.767449E+03  0.921170E+00  0.770650E+00  0.649474E+00  0.146132E+01  0.509129E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.450998E-03  0.146321E+00  0.485954E-01  0.000000E+00  0.000000E+00  0.131030E-03  0.803466E-04  0.238718E-02  0.113426E-02  0.997532E+00  0.102504E+01  0.997496E+00  0.994188E+00  0.990124E+00  0.101742E+01  0.100461E+01  0.103231E+01  0.000000E+00  0.000000E+00  0.119868E-04  0.161860E+02  0.834440E-05  0.107353E+02  0.183575E-11  0.247884E-05  0.246271E-04  0.332542E+02  0.449465E-10  0.606918E-04  0.204257E-02  0.935336E-02  0.247580E-02  0.114337E-01  0.812789E-03  0.372194E-02  0.220324E-01  0.100891E+00  0.143068E-06  0.655141E-06  0.469026E+00  0.515210E+00  0.181022E+01  0.755522E+03  0.104136E+03  0.199432E+03  0.593263E+03  0.604545E+03  0.784533E+03  0.985559E+00  0.977502E-02  0.256470E-02  0.195786E-04  0.198774E+03  0.603125E+03  0.644586E+03  0.655248E+03  0.682489E+03  0.652838E+03  0.684221E+03  0.110814E+03  0.219538E+03  0.214020E+03  0.507035E+03  0.695957E+03  0.632599E+03  0.652943E+03  0.110457E+03  0.219707E+03  0.214012E+03  0.409382E+02
  0.555556E+00  0.366899E+00  0.150000E+01  0.591710E+03  0.100000E+08  0.400000E+05 -0.386848E-04  0.375172E-02  0.500000E+05 -0.391808E+09  0.000000E+00  0.110014E+03  0.999024E+00  0.100614E+01  0.101320E+01  0.997791E+00  0.100180E+01  0.194847E-02  0.756040E+03  0.151005E-02  0.213908E+01  0.679523E+00 -0.663231E+00  0.149718E+01  0.576686E-02  0.976758E+03  0.441544E-01  0.228643E+00  0.943803E-01  0.947760E-01 -0.697442E-01  0.992285E+00  0.519818E+03  0.335115E+00  0.210059E+00  0.154520E+00  0.347670E+00  0.946278E+00  0.769030E+03  0.919130E+00  0.769178E+00  0.648512E+00  0.145915E+01  0.537219E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.675458E-03  0.147109E+00  0.475959E-01  0.000000E+00  0.000000E+00  0.129818E-03  0.793239E-04  0.240067E-02  0.112411E-02  0.997008E+00  0.102551E+01  0.997045E+00  0.994586E+00  0.991495E+00  0.101984E+01  0.100586E+01  0.103462E+01  0.000000E+00  0.000000E+00  0.796663E-04  0.161324E+02  0.554375E-04  0.106942E+02  0.810423E-10  0.164111E-04  0.162640E-03  0.329346E+02  0.296018E-09  0.599437E-04  0.223008E-02  0.101891E-01  0.270952E-02  0.124836E-01  0.893826E-03  0.408383E-02  0.239693E-01  0.109514E+00  0.154651E-06  0.706589E-06  0.454117E+00  0.512370E+00  0.177618E+01  0.755915E+03  0.104140E+03  0.199447E+03  0.594157E+03  0.604754E+03  0.784057E+03  0.985577E+00  0.976021E-02  0.255168E-02  0.212248E-04  0.198794E+03  0.603489E+03  0.644583E+03  0.655247E+03  0.682486E+03  0.652837E+03  0.684218E+03  0.110813E+03  0.219532E+03  0.214014E+03  0.506918E+03  0.695940E+03  0.632558E+03  0.652941E+03  0.110455E+03  0.219701E+03  0.214005E+03  0.395063E+02
  0.577778E+00  0.380829E+00  0.150000E+01  0.592127E+03  0.100000E+08  0.400000E+05 -0.397213E-04  0.393624E-02  0.500001E+05 -0.380128E+09  0.000000E+00  0.112025E+03  0.998934E+00  0.100597E+01  0.101363E+01  0.998144E+00  0.100071E+01  0.212955E-02  0.756403E+03  0.246940E-02  0.213278E+01  0.678427E+00 -0.662108E+00  0.149777E+01  0.625142E-02  0.976322E+03  0.460962E-01  0.237492E+00  0.984178E-01  0.988265E-01 -0.725472E-01  0.991619E+00  0.518234E+03  0.345541E+00  0.215942E+00  0.158573E+00  0.356789E+00  0.943423E+00  0.770672E+03  0.917065E+00  0.767676E+00  0.647533E+00  0.145695E+01  0.565769E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.956602E-03  0.147848E+00  0.466456E-01  0.000000E+00  0.000000E+00  0.128570E-03  0.783627E-04  0.241315E-02  0.111370E-02  0.996425E+00  0.102596E+01  0.996540E+00  0.994964E+00  0.992887E+00  0.102231E+01  0.100712E+01  0.103697E+01  0.000000E+00  0.000000E+00  0.213003E-03  0.160771E+02  0.148166E-03  0.106518E+02  0.579003E-09  0.437021E-04  0.431951E-03  0.326029E+02  0.784014E-09  0.591760E-04  0.242257E-02  0.110432E-01  0.295040E-02  0.135612E-01  0.978057E-03  0.445843E-02  0.259636E-01  0.118354E+00  0.166509E-06  0.759026E-06  0.439148E+00  0.509331E+00  0.174192E+01  0.756331E+03  0.104144E+03  0.199462E+03  0.595092E+03  0.604976E+03  0.783766E+03  0.985597E+00  0.974462E-02  0.253817E-02  0.229208E-04  0.198815E+03  0.603873E+03  0.644579E+03  0.655246E+03  0.682483E+03  0.652836E+03  0.684215E+03  0.110811E+03  0.219525E+03  0.214007E+03  0.506795E+03  0.695921E+03  0.632514E+03  0.652940E+03  0.110453E+03  0.219695E+03  0.213999E+03  0.381369E+02
  0.600000E+00  0.394773E+00  0.150000E+01  0.592566E+03  0.100000E+08  0.400000E+05 -0.406068E-04  0.402663E-02  0.500001E+05 -0.369636E+09  0.000000E+00  0.114069E+03  0.998840E+00  0.100580E+01  0.101407E+01  0.998509E+00  0.999587E+00  0.231745E-02  0.756789E+03  0.346213E-02  0.212617E+01  0.677294E+00 -0.660948E+00  0.149838E+01  0.674647E-02  0.976083E+03  0.480178E-01  0.246225E+00  0.102400E+00  0.102823E+00 -0.752947E-01  0.990936E+00  0.516822E+03  0.355866E+00  0.221767E+00  0.162596E+00  0.365841E+00  0.940516E+00  0.772376E+03  0.914975E+00  0.766142E+00  0.646535E+00  0.145470E+01  0.594841E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.129960E-02  0.148538E+00  0.457478E-01  0.000000E+00  0.000000E+00  0.127287E-03  0.774647E-04  0.242455E-02  0.110304E-02  0.995770E+00  0.102637E+01  0.995967E+00  0.995306E+00  0.994283E+00  0.102483E+01  0.100838E+01  0.103936E+01  0.000000E+00  0.000000E+00  0.418599E-03  0.160201E+02  0.291064E-03  0.106080E+02  0.223480E-08  0.855276E-04  0.842929E-03  0.322595E+02  0.152571E-08  0.583902E-04  0.261890E-02  0.119101E-01  0.319709E-02  0.146600E-01  0.106511E-02  0.484386E-02  0.280082E-01  0.127374E+00  0.178611E-06  0.812280E-06  0.424259E+00  0.506059E+00  0.170774E+01  0.756770E+03  0.104148E+03  0.199478E+03  0.596068E+03  0.605213E+03  0.783668E+03  0.985618E+00  0.972823E-02  0.252418E-02  0.246624E-04  0.198837E+03  0.604277E+03  0.644576E+03  0.655245E+03  0.682480E+03  0.652835E+03  0.684212E+03  0.110810E+03  0.219518E+03  0.214000E+03  0.506665E+03  0.695901E+03  0.632468E+03  0.652938E+03  0.110451E+03  0.219688E+03  0.213992E+03  0.368270E+02
