  0.499793E+00  0.000000E+00  0.600000E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.252089E+06  0.627899E+06  0.313783E+02  0.446112E+00  0.402121E+00  0.508982E+00  0.441396E+00  0.615871E+00  0.800184E+00  0.133992E+03  0.894977E+00  0.909672E+00  0.902542E+00  0.897290E+00  0.811728E+00  0.198823E+00  0.256434E+04 -0.204363E-03  0.539363E-01  0.154855E+00 -0.166788E+00  0.599682E+01  0.992979E-03  0.816139E+01  0.103294E+00  0.179805E+00 -0.556817E-02 -0.200454E+00  0.998884E+00  0.256449E+04  0.247574E+00  0.193620E+00  0.166574E+00  0.599665E+01  0.111616E-02  0.226961E+00  0.476596E-04  0.204866E-10  0.660213E+00  0.256930E-01  0.334493E-01  0.282133E-01  0.114278E+00  0.285420E-01  0.179993E-01  0.000000E+00  0.181294E-01  0.136250E+00  0.177359E+00  0.133469E+00  0.130662E+00  0.000000E+00  0.000000E+00  0.581643E-01  0.757136E-01  0.227431E-01  0.296052E-01  0.180322E+00  0.183383E+00  0.182155E+00  0.183097E+00  0.219205E+00  0.222926E+00  0.226496E+00  0.230341E+00  0.228617E-01  0.232498E-01  0.188360E-03  0.108153E+03  0.139836E-03  0.931417E+02  0.218752E-12  0.125603E-06  0.152383E-07  0.874953E-02  0.751726E-09  0.431626E-03  0.252880E+02  0.195529E+02  0.487597E+02  0.256282E+04  0.424940E+01  0.119787E+03  0.236344E+03  0.395422E+03  0.415929E+03  0.632580E-02  0.501473E-01  0.499188E-01  0.938728E+00  0.232950E+03  0.410409E+03  0.843097E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204308E+03  0.204993E+03  0.190359E+03  0.920444E+03  0.110528E+04  0.102251E+04  0.101639E+04  0.201437E+03  0.207830E+03  0.190359E+03  0.000000E+00  0.000000E+00  0.158634E+02
  0.499793E+00  0.000000E+00  0.600200E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.251398E+06  0.625946E+06  0.316556E+02  0.445384E+00  0.401327E+00  0.507400E+00  0.440668E+00  0.615274E+00  0.800832E+00  0.133926E+03  0.895340E+00  0.910004E+00  0.902896E+00  0.897648E+00  0.812198E+00  0.198175E+00  0.256434E+04 -0.204402E-03  0.539244E-01  0.154799E+00 -0.166733E+00  0.599881E+01  0.993054E-03  0.816143E+01  0.103308E+00  0.179862E+00 -0.556631E-02 -0.200521E+00  0.998884E+00  0.256448E+04  0.247531E+00  0.193566E+00  0.166518E+00  0.599865E+01  0.111616E-02  0.224928E+00  0.473721E-04  0.204822E-10  0.660060E+00  0.256283E-01  0.335906E-01  0.281455E-01  0.114785E+00  0.286180E-01  0.180002E-01  0.000000E+00  0.181299E-01  0.136131E+00  0.176681E+00  0.133347E+00  0.130538E+00  0.000000E+00  0.000000E+00  0.579958E-01  0.752712E-01  0.227694E-01  0.295519E-01  0.180870E+00  0.183936E+00  0.182705E+00  0.183648E+00  0.219796E+00  0.223522E+00  0.227088E+00  0.230937E+00  0.229411E-01  0.233300E-01  0.188562E-03  0.108149E+03  0.139983E-03  0.931423E+02  0.218924E-12  0.125563E-06  0.152377E-07  0.873955E-02  0.752049E-09  0.431335E-03  0.252552E+02  0.195258E+02  0.486992E+02  0.256281E+04  0.424736E+01  0.119787E+03  0.236346E+03  0.395421E+03  0.415928E+03  0.632590E-02  0.501475E-01  0.499195E-01  0.938727E+00  0.232952E+03  0.410407E+03  0.843097E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204308E+03  0.204993E+03  0.190358E+03  0.920437E+03  0.110528E+04  0.102251E+04  0.101640E+04  0.201434E+03  0.207833E+03  0.190358E+03  0.000000E+00  0.000000E+00  0.159334E+02
  0.499793E+00  0.000000E+00  0.600400E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.250708E+06  0.623994E+06  0.319300E+02  0.444653E+00  0.400531E+00  0.505823E+00  0.439937E+00  0.614674E+00  0.801482E+00  0.133859E+03  0.895703E+00  0.910337E+00  0.903252E+00  0.898006E+00  0.812669E+00  0.197525E+00  0.256434E+04 -0.204441E-03  0.539125E-01  0.154743E+00 -0.166677E+00  0.600081E+01  0.993128E-03  0.816148E+01  0.103323E+00  0.179920E+00 -0.556446E-02 -0.200588E+00  0.998884E+00  0.256448E+04  0.247488E+00  0.193512E+00  0.166463E+00  0.600065E+01  0.111616E-02  0.222945E+00  0.470833E-04  0.204778E-10  0.659893E+00  0.255633E-01  0.337325E-01  0.280773E-01  0.115277E+00  0.286950E-01  0.180011E-01  0.000000E+00  0.181305E-01  0.136003E+00  0.175996E+00  0.133215E+00  0.130403E+00  0.000000E+00  0.000000E+00  0.578229E-01  0.748263E-01  0.227921E-01  0.294943E-01  0.181429E+00  0.184500E+00  0.183265E+00  0.184209E+00  0.220397E+00  0.224128E+00  0.227691E+00  0.231545E+00  0.230215E-01  0.234112E-01  0.188764E-03  0.108146E+03  0.140130E-03  0.931429E+02  0.219096E-12  0.125523E-06  0.152372E-07  0.872959E-02  0.752373E-09  0.431045E-03  0.252218E+02  0.194982E+02  0.486376E+02  0.256281E+04  0.424532E+01  0.119788E+03  0.236348E+03  0.395421E+03  0.415927E+03  0.632600E-02  0.501476E-01  0.499201E-01  0.938727E+00  0.232954E+03  0.410406E+03  0.843097E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204308E+03  0.204993E+03  0.190358E+03  0.920431E+03  0.110528E+04  0.102250E+04  0.101640E+04  0.201430E+03  0.207836E+03  0.190358E+03  0.000000E+00  0.000000E+00  0.160040E+02
  0.499793E+00  0.000000E+00  0.600600E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.250018E+06  0.622043E+06  0.322015E+02  0.443920E+00  0.399733E+00  0.504250E+00  0.439202E+00  0.614072E+00  0.802133E+00  0.133792E+03  0.896067E+00  0.910670E+00  0.903608E+00  0.898366E+00  0.813142E+00  0.196874E+00  0.256434E+04 -0.204479E-03  0.539006E-01  0.154687E+00 -0.166622E+00  0.600281E+01  0.993202E-03  0.816153E+01  0.103338E+00  0.179978E+00 -0.556261E-02 -0.200655E+00  0.998884E+00  0.256448E+04  0.247445E+00  0.193458E+00  0.166407E+00  0.600265E+01  0.111616E-02  0.221013E+00  0.467931E-04  0.204735E-10  0.659713E+00  0.254980E-01  0.338751E-01  0.280089E-01  0.115755E+00  0.287731E-01  0.180020E-01  0.000000E+00  0.181311E-01  0.135864E+00  0.175302E+00  0.133072E+00  0.130259E+00  0.000000E+00  0.000000E+00  0.576459E-01  0.743792E-01  0.228111E-01  0.294327E-01  0.181997E+00  0.185073E+00  0.183835E+00  0.184780E+00  0.221010E+00  0.224746E+00  0.228306E+00  0.232165E+00  0.231030E-01  0.234935E-01  0.188966E-03  0.108142E+03  0.140277E-03  0.931434E+02  0.219267E-12  0.125483E-06  0.152366E-07  0.871964E-02  0.752697E-09  0.430755E-03  0.251878E+02  0.194702E+02  0.485748E+02  0.256281E+04  0.424328E+01  0.119789E+03  0.236350E+03  0.395421E+03  0.415925E+03  0.632610E-02  0.501478E-01  0.499208E-01  0.938727E+00  0.232956E+03  0.410404E+03  0.843096E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204308E+03  0.204993E+03  0.190358E+03  0.920424E+03  0.110527E+04  0.102250E+04  0.101640E+04  0.201427E+03  0.207840E+03  0.190358E+03  0.000000E+00  0.000000E+00  0.160753E+02
  0.499793E+00  0.000000E+00  0.600800E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.249328E+06  0.620094E+06  0.324702E+02  0.443183E+00  0.398933E+00  0.502682E+00  0.438465E+00  0.613466E+00  0.802786E+00  0.133726E+03  0.896431E+00  0.911004E+00  0.903965E+00  0.898725E+00  0.813615E+00  0.196221E+00  0.256434E+04 -0.204518E-03  0.538887E-01  0.154631E+00 -0.166567E+00  0.600481E+01  0.993277E-03  0.816158E+01  0.103352E+00  0.180036E+00 -0.556076E-02 -0.200722E+00  0.998884E+00  0.256448E+04  0.247402E+00  0.193404E+00  0.166352E+00  0.600465E+01  0.111616E-02  0.219128E+00  0.465015E-04  0.204691E-10  0.659520E+00  0.254324E-01  0.340183E-01  0.279401E-01  0.116219E+00  0.288524E-01  0.180029E-01  0.000000E+00  0.181316E-01  0.135715E+00  0.174601E+00  0.132920E+00  0.130106E+00  0.000000E+00  0.000000E+00  0.574647E-01  0.739301E-01  0.228268E-01  0.293673E-01  0.182575E+00  0.185656E+00  0.184415E+00  0.185361E+00  0.221634E+00  0.225374E+00  0.228932E+00  0.232796E+00  0.231855E-01  0.235768E-01  0.189169E-03  0.108139E+03  0.140424E-03  0.931440E+02  0.219439E-12  0.125443E-06  0.152360E-07  0.870971E-02  0.753020E-09  0.430465E-03  0.251531E+02  0.194417E+02  0.485110E+02  0.256281E+04  0.424124E+01  0.119789E+03  0.236352E+03  0.395420E+03  0.415924E+03  0.632620E-02  0.501479E-01  0.499214E-01  0.938726E+00  0.232958E+03  0.410403E+03  0.843096E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204308E+03  0.204993E+03  0.190357E+03  0.920418E+03  0.110527E+04  0.102250E+04  0.101640E+04  0.201424E+03  0.207843E+03  0.190357E+03  0.000000E+00  0.000000E+00  0.161473E+02
  0.499793E+00  0.000000E+00  0.601000E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.248639E+06  0.618145E+06  0.327363E+02  0.442444E+00  0.398131E+00  0.501118E+00  0.437726E+00  0.612858E+00  0.803440E+00  0.133660E+03  0.896796E+00  0.911338E+00  0.904322E+00  0.899086E+00  0.814091E+00  0.195567E+00  0.256434E+04 -0.204557E-03  0.538768E-01  0.154575E+00 -0.166511E+00  0.600681E+01  0.993351E-03  0.816163E+01  0.103367E+00  0.180094E+00 -0.555891E-02 -0.200788E+00  0.998884E+00  0.256448E+04  0.247359E+00  0.193351E+00  0.166296E+00  0.600664E+01  0.111617E-02  0.217289E+00  0.462085E-04  0.204647E-10  0.659314E+00  0.253665E-01  0.341621E-01  0.278710E-01  0.116671E+00  0.289327E-01  0.180039E-01  0.000000E+00  0.181322E-01  0.135556E+00  0.173894E+00  0.132759E+00  0.129943E+00  0.000000E+00  0.000000E+00  0.572796E-01  0.734792E-01  0.228391E-01  0.292983E-01  0.183162E+00  0.186249E+00  0.185006E+00  0.185951E+00  0.222269E+00  0.226015E+00  0.229569E+00  0.233439E+00  0.232690E-01  0.236611E-01  0.189371E-03  0.108135E+03  0.140572E-03  0.931446E+02  0.219611E-12  0.125403E-06  0.152355E-07  0.869979E-02  0.753343E-09  0.430176E-03  0.251179E+02  0.194127E+02  0.484461E+02  0.256281E+04  0.423920E+01  0.119790E+03  0.236354E+03  0.395420E+03  0.415923E+03  0.632630E-02  0.501481E-01  0.499220E-01  0.938726E+00  0.232960E+03  0.410402E+03  0.843096E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204308E+03  0.204993E+03  0.190357E+03  0.920411E+03  0.110527E+04  0.102250E+04  0.101641E+04  0.201421E+03  0.207846E+03  0.190357E+03  0.000000E+00  0.000000E+00  0.162198E+02
  0.499793E+00  0.000000E+00  0.601200E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.247950E+06  0.616198E+06  0.329996E+02  0.441701E+00  0.397327E+00  0.499559E+00  0.436983E+00  0.612247E+00  0.804095E+00  0.133593E+03  0.897162E+00  0.911673E+00  0.904680E+00  0.899447E+00  0.814567E+00  0.194911E+00  0.256434E+04 -0.204595E-03  0.538649E-01  0.154520E+00 -0.166456E+00  0.600881E+01  0.993425E-03  0.816168E+01  0.103382E+00  0.180152E+00 -0.555706E-02 -0.200855E+00  0.998884E+00  0.256448E+04  0.247316E+00  0.193297E+00  0.166241E+00  0.600864E+01  0.111617E-02  0.215496E+00  0.459141E-04  0.204604E-10  0.659093E+00  0.253003E-01  0.343066E-01  0.278015E-01  0.117110E+00  0.290142E-01  0.180048E-01  0.000000E+00  0.181328E-01  0.135389E+00  0.173180E+00  0.132588E+00  0.129771E+00  0.000000E+00  0.000000E+00  0.570907E-01  0.730267E-01  0.228481E-01  0.292258E-01  0.183760E+00  0.186853E+00  0.185606E+00  0.186552E+00  0.222915E+00  0.226667E+00  0.230218E+00  0.234093E+00  0.233535E-01  0.237465E-01  0.189574E-03  0.108132E+03  0.140719E-03  0.931451E+02  0.219783E-12  0.125363E-06  0.152349E-07  0.868989E-02  0.753667E-09  0.429887E-03  0.250821E+02  0.193833E+02  0.483800E+02  0.256281E+04  0.423716E+01  0.119790E+03  0.236356E+03  0.395420E+03  0.415922E+03  0.632639E-02  0.501483E-01  0.499227E-01  0.938725E+00  0.232962E+03  0.410400E+03  0.843096E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204309E+03  0.204994E+03  0.190357E+03  0.920405E+03  0.110526E+04  0.102249E+04  0.101641E+04  0.201418E+03  0.207850E+03  0.190357E+03  0.000000E+00  0.000000E+00  0.162931E+02
  0.499793E+00  0.000000E+00  0.601400E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.247261E+06  0.614252E+06  0.332604E+02  0.440956E+00  0.396521E+00  0.498005E+00  0.436237E+00  0.611634E+00  0.804753E+00  0.133527E+03  0.897529E+00  0.912009E+00  0.905039E+00  0.899809E+00  0.815045E+00  0.194254E+00  0.256434E+04 -0.204634E-03  0.538530E-01  0.154464E+00 -0.166401E+00  0.601081E+01  0.993499E-03  0.816173E+01  0.103396E+00  0.180209E+00 -0.555522E-02 -0.200922E+00  0.998884E+00  0.256448E+04  0.247273E+00  0.193243E+00  0.166186E+00  0.601064E+01  0.111617E-02  0.213747E+00  0.456183E-04  0.204560E-10  0.658859E+00  0.252337E-01  0.344517E-01  0.277317E-01  0.117537E+00  0.290968E-01  0.180057E-01  0.000000E+00  0.181333E-01  0.135212E+00  0.172461E+00  0.132409E+00  0.129590E+00  0.000000E+00  0.000000E+00  0.568981E-01  0.725729E-01  0.228540E-01  0.291501E-01  0.184368E+00  0.187467E+00  0.186216E+00  0.187164E+00  0.223573E+00  0.227330E+00  0.230879E+00  0.234759E+00  0.234392E-01  0.238330E-01  0.189776E-03  0.108128E+03  0.140867E-03  0.931457E+02  0.219954E-12  0.125323E-06  0.152343E-07  0.868000E-02  0.753990E-09  0.429598E-03  0.250456E+02  0.193533E+02  0.483128E+02  0.256281E+04  0.423513E+01  0.119791E+03  0.236358E+03  0.395420E+03  0.415920E+03  0.632649E-02  0.501484E-01  0.499233E-01  0.938725E+00  0.232964E+03  0.410399E+03  0.843096E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204309E+03  0.204994E+03  0.190356E+03  0.920398E+03  0.110526E+04  0.102249E+04  0.101641E+04  0.201415E+03  0.207853E+03  0.190356E+03  0.000000E+00  0.000000E+00  0.163670E+02
  0.499793E+00  0.000000E+00  0.601600E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.246573E+06  0.612307E+06  0.335187E+02  0.440207E+00  0.395713E+00  0.496456E+00  0.435488E+00  0.611017E+00  0.805411E+00  0.133461E+03  0.897896E+00  0.912345E+00  0.905398E+00  0.900172E+00  0.815525E+00  0.193595E+00  0.256433E+04 -0.204673E-03  0.538412E-01  0.154408E+00 -0.166345E+00  0.601281E+01  0.993573E-03  0.816177E+01  0.103411E+00  0.180267E+00 -0.555337E-02 -0.200989E+00  0.998884E+00  0.256448E+04  0.247230E+00  0.193190E+00  0.166131E+00  0.601264E+01  0.111617E-02  0.212040E+00  0.453210E-04  0.204517E-10  0.658612E+00  0.251669E-01  0.345974E-01  0.276616E-01  0.117951E+00  0.291805E-01  0.180066E-01  0.000000E+00  0.181339E-01  0.135026E+00  0.171736E+00  0.132221E+00  0.129401E+00  0.000000E+00  0.000000E+00  0.567018E-01  0.721179E-01  0.228569E-01  0.290713E-01  0.184987E+00  0.188091E+00  0.186837E+00  0.187785E+00  0.224243E+00  0.228006E+00  0.231552E+00  0.235437E+00  0.235259E-01  0.239206E-01  0.189979E-03  0.108125E+03  0.141014E-03  0.931462E+02  0.220126E-12  0.125283E-06  0.152337E-07  0.867013E-02  0.754313E-09  0.429310E-03  0.250085E+02  0.193229E+02  0.482444E+02  0.256281E+04  0.423309E+01  0.119791E+03  0.236360E+03  0.395419E+03  0.415919E+03  0.632659E-02  0.501486E-01  0.499239E-01  0.938725E+00  0.232966E+03  0.410398E+03  0.843096E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204309E+03  0.204994E+03  0.190356E+03  0.920392E+03  0.110526E+04  0.102249E+04  0.101642E+04  0.201412E+03  0.207856E+03  0.190356E+03  0.000000E+00  0.000000E+00  0.164415E+02
  0.499793E+00  0.000000E+00  0.601800E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.245886E+06  0.610363E+06  0.337744E+02  0.439456E+00  0.394903E+00  0.494912E+00  0.434736E+00  0.610398E+00  0.806072E+00  0.133395E+03  0.898264E+00  0.912681E+00  0.905758E+00  0.900535E+00  0.816005E+00  0.192935E+00  0.256433E+04 -0.204711E-03  0.538293E-01  0.154352E+00 -0.166290E+00  0.601480E+01  0.993647E-03  0.816182E+01  0.103426E+00  0.180325E+00 -0.555153E-02 -0.201056E+00  0.998884E+00  0.256448E+04  0.247187E+00  0.193136E+00  0.166075E+00  0.601464E+01  0.111617E-02  0.210374E+00  0.450223E-04  0.204473E-10  0.658350E+00  0.250997E-01  0.347438E-01  0.275911E-01  0.118355E+00  0.292654E-01  0.180075E-01  0.000000E+00  0.181345E-01  0.134831E+00  0.171007E+00  0.132024E+00  0.129203E+00  0.000000E+00  0.000000E+00  0.565021E-01  0.716620E-01  0.228568E-01  0.289895E-01  0.185615E+00  0.188725E+00  0.187468E+00  0.188417E+00  0.224924E+00  0.228693E+00  0.232236E+00  0.236127E+00  0.236137E-01  0.240093E-01  0.190182E-03  0.108121E+03  0.141162E-03  0.931468E+02  0.220298E-12  0.125243E-06  0.152332E-07  0.866027E-02  0.754636E-09  0.429021E-03  0.249708E+02  0.192920E+02  0.481749E+02  0.256281E+04  0.423106E+01  0.119792E+03  0.236362E+03  0.395419E+03  0.415918E+03  0.632669E-02  0.501487E-01  0.499246E-01  0.938724E+00  0.232968E+03  0.410396E+03  0.843096E+03  0.102463E+04  0.102393E+04  0.102548E+04  0.102674E+04  0.204309E+03  0.204994E+03  0.190355E+03  0.920385E+03  0.110526E+04  0.102248E+04  0.101642E+04  0.201409E+03  0.207860E+03  0.190355E+03  0.000000E+00  0.000000E+00  0.165168E+02
