  0.499793E+00  0.000000E+00  0.686787E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.842465E+01  0.933261E+02  0.121144E+03  0.257303E+04  0.257322E+04  0.359794E+01  0.120011E+03  0.237278E+03  0.396847E+03  0.416760E+03  0.233961E+03  0.411193E+03  0.918523E+03  0.110367E+04  0.102138E+04  0.101745E+04  0.200165E+03  0.209080E+03  0.190331E+03
  0.499793E+00  0.000000E+00  0.687101E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.890515E+01  0.932900E+02  0.121199E+03  0.257303E+04  0.257321E+04  0.359557E+01  0.120011E+03  0.237281E+03  0.396846E+03  0.416758E+03  0.233963E+03  0.411191E+03  0.918519E+03  0.110368E+04  0.102138E+04  0.101746E+04  0.200160E+03  0.209085E+03  0.190331E+03
  0.499793E+00  0.000000E+00  0.687414E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.936064E+01  0.932528E+02  0.121254E+03  0.257302E+04  0.257321E+04  0.359321E+01  0.120012E+03  0.237283E+03  0.396845E+03  0.416755E+03  0.233966E+03  0.411188E+03  0.918516E+03  0.110368E+04  0.102138E+04  0.101746E+04  0.200155E+03  0.209090E+03  0.190330E+03
  0.499793E+00  0.000000E+00  0.687728E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.979460E+01  0.932145E+02  0.121309E+03  0.257302E+04  0.257320E+04  0.359085E+01  0.120013E+03  0.237285E+03  0.396844E+03  0.416753E+03  0.233968E+03  0.411186E+03  0.918513E+03  0.110368E+04  0.102137E+04  0.101746E+04  0.200150E+03  0.209095E+03  0.190330E+03
  0.499793E+00  0.000000E+00  0.688041E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.102098E+02  0.931752E+02  0.121366E+03  0.257301E+04  0.257319E+04  0.358848E+01  0.120013E+03  0.237287E+03  0.396843E+03  0.416751E+03  0.233971E+03  0.411183E+03  0.918510E+03  0.110368E+04  0.102137E+04  0.101747E+04  0.200145E+03  0.209101E+03  0.190329E+03
  0.499793E+00  0.000000E+00  0.688355E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.106084E+02  0.931348E+02  0.121423E+03  0.257300E+04  0.257319E+04  0.358613E+01  0.120014E+03  0.237290E+03  0.396841E+03  0.416748E+03  0.233973E+03  0.411181E+03  0.918507E+03  0.110368E+04  0.102137E+04  0.101747E+04  0.200140E+03  0.209106E+03  0.190329E+03
  0.499793E+00  0.000000E+00  0.688668E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.109922E+02  0.930933E+02  0.121481E+03  0.257300E+04  0.257318E+04  0.358377E+01  0.120015E+03  0.237292E+03  0.396840E+03  0.416746E+03  0.233975E+03  0.411178E+03  0.918504E+03  0.110368E+04  0.102136E+04  0.101748E+04  0.200135E+03  0.209111E+03  0.190329E+03
  0.499793E+00  0.000000E+00  0.688982E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.113628E+02  0.930508E+02  0.121540E+03  0.257299E+04  0.257318E+04  0.358142E+01  0.120015E+03  0.237294E+03  0.396839E+03  0.416744E+03  0.233978E+03  0.411176E+03  0.918501E+03  0.110368E+04  0.102136E+04  0.101748E+04  0.200130E+03  0.209116E+03  0.190328E+03
  0.499793E+00  0.000000E+00  0.689295E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.117214E+02  0.930073E+02  0.121600E+03  0.257299E+04  0.257317E+04  0.357906E+01  0.120016E+03  0.237296E+03  0.396838E+03  0.416742E+03  0.233980E+03  0.411174E+03  0.918498E+03  0.110368E+04  0.102135E+04  0.101748E+04  0.200125E+03  0.209121E+03  0.190328E+03
  0.499793E+00  0.000000E+00  0.689609E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.100000+100  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.120690E+02  0.929628E+02  0.121660E+03  0.257298E+04  0.257317E+04  0.357671E+01  0.120017E+03  0.237299E+03  0.396837E+03  0.416739E+03  0.233982E+03  0.411171E+03  0.918495E+03  0.110368E+04  0.102135E+04  0.101749E+04  0.200120E+03  0.209126E+03  0.190327E+03
